                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    991,                0.60004,                0.56554,                0.86787,                0.96267,                0.84313,                0.92988,                0.83714,                0.48081,                0.49093,                0.81565,              0.0050995,              0.0050995,              0.0050995
                    992,                0.61156,                0.61574,                0.87345,                0.96223,                0.84333,                0.92983,                0.83737,                0.48049,                0.49066,                0.81561,              0.0050945,              0.0050945,              0.0050945
                    993,                0.61574,                0.61039,                0.87921,                0.96283,                0.84354,                0.92994,                0.83767,                0.48047,                0.49049,                0.81563,              0.0050896,              0.0050896,              0.0050896
                    994,                 0.6151,                0.61064,                0.87699,                 0.9638,                0.84313,                0.92983,                 0.8377,                0.48019,                 0.4906,                0.81562,              0.0050847,              0.0050847,              0.0050847
                    995,                0.62226,                0.60054,                0.87918,                0.96258,                0.84354,                0.92977,                0.83765,                0.47954,                0.49024,                0.81557,              0.0050797,              0.0050797,              0.0050797
                    996,                0.61489,                0.59427,                0.87271,                0.96427,                0.84333,                0.92991,                0.83776,                0.47941,                0.49037,                0.81553,              0.0050747,              0.0050747,              0.0050747
                    997,                0.61538,                  0.602,                0.87627,                0.96397,                0.84375,                0.92987,                0.83747,                 0.4793,                0.49105,                0.81549,              0.0050698,              0.0050698,              0.0050698
                    998,                0.59867,                0.58064,                0.87094,                  0.964,                0.84375,                0.92985,                0.83745,                 0.4789,                0.49066,                0.81546,              0.0050649,              0.0050649,              0.0050649
                    999,                0.61625,                0.61445,                 0.8733,                0.96382,                0.84354,                0.92984,                0.83781,                0.47818,                 0.4908,                0.81541,              0.0050599,              0.0050599,              0.0050599
                   1000,                0.59819,                0.57333,                0.87094,                0.96383,                0.84333,                0.92984,                0.83831,                0.47765,                 0.4902,                0.81539,              0.0050549,              0.0050549,              0.0050549
                   1001,                0.59386,                0.56917,                0.86865,                0.96422,                0.84354,                0.92983,                  0.838,                0.47768,                0.49025,                0.81536,                0.00505,                0.00505,                0.00505
                   1002,                0.60091,                0.60072,                0.87455,                0.96425,                0.84299,                0.92985,                0.83792,                0.47751,                0.48997,                0.81534,               0.005045,               0.005045,               0.005045
                   1003,                0.60761,                0.59434,                0.86592,                0.96403,                0.84323,                0.92987,                0.83816,                0.47732,                0.49066,                0.81532,              0.0050401,              0.0050401,              0.0050401
                   1004,                0.62389,                0.62398,                0.87703,                 0.9638,                 0.8432,                0.92981,                0.83876,                0.47696,                0.49031,                0.81528,              0.0050352,              0.0050352,              0.0050352
                   1005,                0.60628,                0.58374,                0.86939,                0.96377,                0.84354,                0.92988,                0.83928,                0.47607,                0.49016,                0.81516,              0.0050302,              0.0050302,              0.0050302
                   1006,                0.61341,                0.58603,                0.86974,                0.96335,                 0.8432,                0.92991,                0.83939,                 0.4758,                0.48989,                0.81516,              0.0050253,              0.0050253,              0.0050253
                   1007,                 0.5966,                0.58562,                0.87442,                0.96367,                0.84333,                0.92994,                0.83966,                0.47555,                0.49032,                0.81509,              0.0050203,              0.0050203,              0.0050203
                   1008,                0.60439,                0.58659,                0.87391,                0.96347,                0.84333,                0.92995,                0.83981,                0.47508,                0.49019,                0.81502,              0.0050154,              0.0050154,              0.0050154
                   1009,                0.59598,                0.56141,                0.86421,                0.96354,                0.84333,                0.92994,                0.84003,                0.47477,                0.49023,                0.81499,              0.0050104,              0.0050104,              0.0050104
                   1010,                0.60069,                0.58021,                0.86946,                0.96387,                0.84333,                0.92998,                0.84057,                0.47435,                0.49011,                0.81497,              0.0050055,              0.0050055,              0.0050055
                   1011,                0.60943,                0.62167,                0.87629,                0.96343,                0.84333,                0.92997,                0.84052,                0.47405,                0.49042,                 0.8149,              0.0050005,              0.0050005,              0.0050005
                   1012,                0.60617,                0.57546,                0.87466,                0.96472,                0.84312,                0.93003,                0.84047,                0.47397,                0.49068,                0.81496,              0.0049956,              0.0049956,              0.0049956
                   1013,                0.59372,                0.57283,                 0.8674,                0.96319,                0.84313,                0.93006,                0.84071,                0.47382,                0.49052,                0.81492,              0.0049906,              0.0049906,              0.0049906
                   1014,                 0.5952,                0.58579,                0.86734,                0.96311,                0.84317,                0.93003,                0.84005,                0.47393,                0.49058,                0.81492,              0.0049857,              0.0049857,              0.0049857
                   1015,                0.60893,                0.60618,                0.87389,                0.96434,                0.84271,                0.93012,                0.84062,                0.47366,                0.49057,                0.81486,              0.0049807,              0.0049807,              0.0049807
                   1016,                0.60774,                0.59746,                0.87383,                0.96446,                0.84271,                0.93003,                0.84082,                0.47286,                0.49042,                0.81482,              0.0049758,              0.0049758,              0.0049758
                   1017,                0.61019,                0.60236,                0.87415,                0.96434,                0.84271,                0.93012,                0.84093,                0.47219,                0.48997,                0.81471,              0.0049708,              0.0049708,              0.0049708
                   1018,                0.59688,                0.58105,                0.86913,                0.96447,                0.84271,                0.93008,                0.84088,                0.47166,                0.48971,                0.81464,              0.0049659,              0.0049659,              0.0049659
                   1019,                0.60114,                0.59683,                0.87471,                  0.965,                0.84271,                0.93008,                0.84119,                0.47119,                0.48946,                0.81456,              0.0049609,              0.0049609,              0.0049609
                   1020,                 0.6084,                0.59741,                0.87238,                0.96504,                0.84271,                 0.9299,                0.84097,                0.47074,                0.48934,                0.81457,               0.004956,               0.004956,               0.004956
                   1021,                0.59922,                0.58824,                0.86976,                0.96519,                0.84229,                0.92991,                0.84103,                0.47063,                0.48959,                0.81456,               0.004951,               0.004951,               0.004951
                   1022,                0.60589,                0.58322,                0.87115,                0.96477,                 0.8425,                0.92988,                0.84143,                0.47049,                0.48969,                0.81453,              0.0049461,              0.0049461,              0.0049461
                   1023,                0.60598,                0.57692,                0.87166,                0.96538,                0.84247,                0.92988,                0.84093,                0.47053,                0.49028,                0.81455,              0.0049411,              0.0049411,              0.0049411
                   1024,                0.59187,                0.57909,                0.86498,                0.96536,                 0.8425,                 0.9299,                0.84129,                0.47031,                0.49027,                0.81454,              0.0049362,              0.0049362,              0.0049362
                   1025,                0.60019,                0.57831,                0.86347,                0.96536,                0.84182,                0.92993,                0.84112,                0.47021,                0.49053,                0.81449,              0.0049312,              0.0049312,              0.0049312
                   1026,                0.61547,                0.59471,                0.87647,                 0.9649,                0.84195,                0.92981,                0.84123,                0.46993,                 0.4904,                0.81443,              0.0049263,              0.0049263,              0.0049263
                   1027,                0.60479,                0.58648,                 0.8704,                0.96489,                0.84188,                0.92977,                0.84121,                0.47019,                0.49107,                0.81446,              0.0049213,              0.0049213,              0.0049213
                   1028,                0.62486,                0.61712,                0.87482,                 0.9634,                0.84208,                0.92972,                0.84113,                0.47002,                0.49142,                0.81448,              0.0049164,              0.0049164,              0.0049164
                   1029,                0.62191,                0.61192,                0.87816,                0.96337,                0.84208,                0.92977,                0.84136,                0.46974,                0.49111,                0.81442,              0.0049114,              0.0049114,              0.0049114
                   1030,                0.59858,                0.55651,                0.86856,                0.96307,                0.84205,                0.92965,                0.84118,                0.46956,                0.49116,                0.81441,              0.0049065,              0.0049065,              0.0049065
                   1031,                0.61625,                 0.6099,                0.87668,                0.96268,                0.84208,                 0.9297,                0.84117,                0.46956,                0.49156,                0.81439,              0.0049015,              0.0049015,              0.0049015
                   1032,                0.60308,                0.59447,                0.87443,                0.96235,                0.84271,                0.92959,                0.84087,                 0.4692,                0.49191,                0.81438,              0.0048966,              0.0048966,              0.0048966
                   1033,                0.60187,                 0.5973,                0.86989,                 0.9624,                0.84247,                 0.9296,                0.84097,                0.46946,                 0.4922,                0.81438,              0.0048916,              0.0048916,              0.0048916
                   1034,                0.61633,                0.61969,                0.87516,                0.96238,                0.84202,                0.92948,                0.84115,                0.46903,                 0.4925,                0.81438,              0.0048867,              0.0048867,              0.0048867
                   1035,                 0.6096,                 0.6066,                0.86899,                 0.9626,                0.84175,                0.92935,                0.84116,                0.46858,                0.49233,                0.81434,              0.0048817,              0.0048817,              0.0048817
                   1036,                0.61082,                0.60823,                0.87322,                0.96234,                0.84112,                0.92929,                  0.841,                0.46807,                0.49259,                 0.8143,              0.0048768,              0.0048768,              0.0048768
                   1037,                0.60618,                0.58182,                 0.8716,                0.96256,                0.84104,                 0.9293,                0.84151,                0.46776,                0.49216,                0.81423,              0.0048718,              0.0048718,              0.0048718
                   1038,                0.60567,                0.58485,                0.86918,                0.96279,                0.84104,                0.92933,                0.84156,                0.46773,                0.49237,                0.81422,              0.0048669,              0.0048669,              0.0048669
                   1039,                0.59076,                0.58227,                0.86663,                0.96302,                0.84093,                 0.9293,                0.84137,                0.46807,                 0.4927,                0.81419,              0.0048619,              0.0048619,              0.0048619
                   1040,                0.60017,                0.58448,                0.86852,                0.96307,                0.84062,                0.92918,                0.84127,                0.46805,                0.49263,                0.81421,               0.004857,               0.004857,               0.004857
                   1041,                0.59986,                0.59481,                0.87426,                0.96326,                0.84062,                0.92915,                0.84151,                0.46796,                0.49279,                0.81421,               0.004852,               0.004852,               0.004852
                   1042,                0.59935,                0.60323,                 0.8667,                0.96328,                0.84083,                0.92916,                0.84186,                0.46775,                0.49304,                0.81417,              0.0048471,              0.0048471,              0.0048471
                   1043,                0.60203,                0.58349,                0.87223,                 0.9637,                0.84077,                0.92917,                 0.8414,                0.46745,                0.49297,                0.81413,              0.0048421,              0.0048421,              0.0048421
                   1044,                0.61803,                0.60752,                0.86772,                0.96393,                 0.8408,                0.92927,                0.84164,                0.46716,                0.49256,                 0.8141,              0.0048372,              0.0048372,              0.0048372
                   1045,                0.59698,                0.59143,                0.86754,                0.96393,                0.84077,                0.92934,                0.84187,                0.46664,                0.49189,                0.81401,              0.0048322,              0.0048322,              0.0048322
                   1046,                0.60214,                 0.6065,                 0.8688,                0.96357,                0.84104,                0.92926,                0.84215,                0.46616,                0.49161,                0.81401,              0.0048272,              0.0048272,              0.0048272
                   1047,                0.60401,                0.57563,                0.87184,                0.96348,                0.84104,                0.92934,                  0.842,                0.46649,                0.49222,                0.81399,              0.0048223,              0.0048223,              0.0048223
                   1048,                0.58239,                0.55465,                0.86371,                0.96331,                0.84104,                0.92934,                0.84202,                0.46641,                0.49198,                  0.814,              0.0048174,              0.0048174,              0.0048174
                   1049,                 0.6169,                0.62019,                0.88205,                0.96354,                0.84062,                0.92937,                0.84232,                0.46634,                0.49236,                0.81399,              0.0048124,              0.0048124,              0.0048124
                   1050,                0.60047,                0.58978,                0.87554,                0.96392,                0.84052,                 0.9294,                0.84237,                0.46614,                0.49216,                0.81401,              0.0048075,              0.0048075,              0.0048075
                   1051,                0.59893,                0.59002,                0.86825,                0.96386,                0.84042,                0.92946,                0.84239,                0.46603,                0.49184,                0.81396,              0.0048025,              0.0048025,              0.0048025
                   1052,                0.60472,                0.58103,                0.86869,                0.96421,                0.84021,                0.92943,                0.84227,                0.46561,                0.49181,                0.81391,              0.0047976,              0.0047976,              0.0047976
                   1053,                0.60055,                0.57558,                0.87058,                 0.9642,                   0.84,                0.92954,                 0.8424,                0.46526,                 0.4916,                0.81384,              0.0047926,              0.0047926,              0.0047926
                   1054,                 0.6062,                0.59972,                0.87193,                 0.9637,                   0.84,                0.92958,                0.84261,                0.46532,                0.49176,                0.81384,              0.0047877,              0.0047877,              0.0047877
                   1055,                0.60436,                0.60351,                0.86936,                0.96348,                   0.84,                 0.9295,                0.84245,                0.46559,                0.49274,                0.81386,              0.0047827,              0.0047827,              0.0047827
                   1056,                0.60161,                0.58706,                0.87177,                0.96367,                0.83994,                0.92956,                0.84262,                0.46516,                0.49235,                0.81386,              0.0047778,              0.0047778,              0.0047778
                   1057,                0.59937,                 0.5886,                0.87004,                0.96368,                0.84014,                0.92958,                 0.8428,                0.46541,                0.49284,                0.81384,              0.0047728,              0.0047728,              0.0047728
                   1058,                0.59595,                0.58515,                0.87266,                0.96388,                0.83942,                0.92949,                0.84272,                0.46505,                0.49294,                0.81381,              0.0047679,              0.0047679,              0.0047679
                   1059,                0.59811,                0.57277,                0.87203,                0.96388,                0.83946,                0.92956,                0.84299,                0.46472,                0.49261,                0.81376,              0.0047629,              0.0047629,              0.0047629
                   1060,                0.59782,                0.59431,                0.87135,                0.96362,                0.83883,                0.92953,                0.84321,                0.46441,                0.49264,                0.81375,               0.004758,               0.004758,               0.004758
                   1061,                0.60741,                0.58073,                0.87214,                0.96384,                0.83856,                0.92954,                0.84324,                0.46404,                0.49218,                0.81365,               0.004753,               0.004753,               0.004753
                   1062,                0.59066,                0.57256,                0.87042,                0.96452,                0.83833,                0.92954,                0.84327,                0.46386,                0.49219,                0.81365,              0.0047481,              0.0047481,              0.0047481
                   1063,                0.60994,                 0.5867,                0.87544,                 0.9645,                0.83813,                0.92949,                0.84332,                0.46366,                0.49271,                0.81361,              0.0047431,              0.0047431,              0.0047431
                   1064,                0.60338,                0.59174,                0.87012,                0.96452,                0.83833,                0.92946,                0.84401,                0.46345,                0.49245,                0.81358,              0.0047382,              0.0047382,              0.0047382
                   1065,                0.60134,                0.58481,                0.86801,                0.96388,                0.83813,                0.92941,                0.84369,                 0.4635,                0.49246,                0.81358,              0.0047332,              0.0047332,              0.0047332
                   1066,                 0.6045,                 0.5982,                0.87027,                0.96403,                0.83813,                0.92941,                0.84369,                0.46325,                0.49225,                0.81353,              0.0047283,              0.0047283,              0.0047283
                   1067,                0.59938,                0.57592,                 0.8727,                0.96359,                0.83814,                0.92934,                0.84382,                0.46327,                0.49277,                0.81356,              0.0047233,              0.0047233,              0.0047233
                   1068,                0.60537,                0.58763,                0.87477,                0.96367,                0.83792,                0.92934,                0.84386,                0.46324,                0.49251,                0.81354,              0.0047184,              0.0047184,              0.0047184
                   1069,                 0.5892,                0.56745,                0.87033,                0.96383,                0.83854,                0.92945,                0.84399,                0.46328,                 0.4921,                0.81354,              0.0047134,              0.0047134,              0.0047134
                   1070,                0.60292,                0.58452,                0.86889,                0.96382,                0.83833,                0.92941,                0.84382,                0.46313,                0.49218,                 0.8135,              0.0047085,              0.0047085,              0.0047085
                   1071,                0.61441,                0.60723,                 0.8705,                0.96431,                0.83875,                0.92939,                0.84393,                0.46289,                0.49203,                0.81348,              0.0047035,              0.0047035,              0.0047035
                   1072,                0.59571,                0.55975,                 0.8729,                0.96452,                0.83812,                0.92933,                0.84404,                0.46266,                0.49191,                0.81346,              0.0046986,              0.0046986,              0.0046986
                   1073,                0.60286,                0.59454,                0.86999,                0.96428,                0.83792,                0.92943,                0.84378,                0.46252,                0.49247,                0.81347,              0.0046936,              0.0046936,              0.0046936
                   1074,                0.60124,                0.59095,                0.87182,                0.96459,                0.83792,                0.92942,                0.84408,                0.46251,                0.49235,                0.81345,              0.0046887,              0.0046887,              0.0046887
                   1075,                 0.6153,                0.59943,                0.87404,                0.96454,                0.83792,                 0.9294,                0.84363,                0.46254,                0.49278,                0.81343,              0.0046837,              0.0046837,              0.0046837
                   1076,                 0.5983,                0.58465,                0.87265,                0.96405,                0.83813,                0.92935,                0.84375,                0.46289,                0.49278,                 0.8135,              0.0046788,              0.0046788,              0.0046788
                   1077,                0.60644,                0.58526,                 0.8722,                0.96482,                0.83792,                0.92922,                0.84308,                0.46327,                0.49364,                 0.8135,              0.0046738,              0.0046738,              0.0046738
                   1078,                 0.5937,                 0.5731,                0.86692,                  0.965,                 0.8375,                0.92929,                0.84355,                0.46309,                0.49353,                 0.8135,              0.0046689,              0.0046689,              0.0046689
                   1079,                0.59651,                0.57938,                0.87003,                0.96477,                 0.8375,                0.92927,                0.84329,                0.46336,                 0.4939,                 0.8135,              0.0046639,              0.0046639,              0.0046639
                   1080,                0.60119,                 0.5824,                0.87352,                0.96477,                 0.8375,                0.92922,                0.84349,                0.46344,                0.49413,                0.81351,               0.004659,               0.004659,               0.004659
                   1081,                0.60307,                0.58216,                0.86671,                0.96457,                 0.8375,                0.92918,                0.84332,                0.46337,                0.49397,                0.81349,               0.004654,               0.004654,               0.004654
                   1082,                0.59945,                0.58258,                0.87302,                0.96473,                0.83767,                 0.9293,                0.84354,                0.46322,                0.49376,                0.81346,              0.0046491,              0.0046491,              0.0046491
                   1083,                0.59483,                0.57071,                0.86517,                0.96403,                0.83764,                0.92935,                 0.8436,                0.46296,                0.49361,                0.81339,              0.0046441,              0.0046441,              0.0046441
                   1084,                0.59084,                0.58496,                0.86737,                0.96431,                 0.8375,                0.92933,                0.84359,                0.46244,                0.49317,                0.81333,              0.0046392,              0.0046392,              0.0046392
                   1085,                0.60206,                 0.5869,                0.87041,                0.96438,                 0.8375,                0.92951,                0.84386,                0.46228,                0.49312,                 0.8133,              0.0046342,              0.0046342,              0.0046342
                   1086,                0.61171,                0.60711,                0.87244,                0.96466,                 0.8375,                0.92951,                0.84385,                0.46225,                0.49321,                0.81329,              0.0046293,              0.0046293,              0.0046293
                   1087,                0.60716,                0.61436,                0.87625,                0.96516,                 0.8375,                0.92954,                0.84376,                0.46185,                0.49275,                0.81321,              0.0046243,              0.0046243,              0.0046243
                   1088,                0.59829,                0.58896,                0.87124,                0.96537,                 0.8375,                0.92952,                0.84382,                0.46189,                0.49291,                0.81318,              0.0046194,              0.0046194,              0.0046194
                   1089,                 0.6014,                0.56817,                 0.8681,                0.96537,                 0.8375,                0.92946,                0.84405,                0.46195,                0.49319,                0.81316,              0.0046144,              0.0046144,              0.0046144
                   1090,                0.59538,                 0.5767,                0.86922,                0.96541,                0.83728,                0.92944,                0.84407,                0.46164,                0.49319,                0.81313,              0.0046095,              0.0046095,              0.0046095
                   1091,                0.60597,                0.57677,                0.87124,                 0.9654,                0.83715,                 0.9295,                0.84405,                0.46119,                0.49287,                 0.8131,              0.0046045,              0.0046045,              0.0046045
                   1092,                0.58039,                0.54882,                0.86499,                0.96564,                0.83721,                0.92949,                0.84446,                0.46096,                0.49296,                0.81309,              0.0045995,              0.0045995,              0.0045995
                   1093,                0.58995,                0.56668,                0.87125,                0.96563,                0.83693,                0.92947,                0.84406,                0.46092,                0.49284,                0.81306,              0.0045946,              0.0045946,              0.0045946
                   1094,                 0.6021,                0.60266,                0.87028,                0.96563,                0.83693,                0.92944,                0.84417,                0.46075,                0.49272,                0.81306,              0.0045896,              0.0045896,              0.0045896
                   1095,                0.58806,                0.57728,                0.86822,                0.96573,                0.83688,                0.92942,                0.84425,                0.46087,                0.49322,                0.81306,              0.0045847,              0.0045847,              0.0045847
                   1096,                0.59871,                0.57913,                0.86996,                0.96579,                0.83688,                0.92943,                0.84411,                0.46088,                0.49323,                0.81307,              0.0045798,              0.0045798,              0.0045798
                   1097,                  0.603,                0.58546,                0.88134,                0.96577,                0.83667,                0.92928,                0.84422,                0.46082,                0.49343,                0.81302,              0.0045748,              0.0045748,              0.0045748
                   1098,                 0.5957,                0.57381,                0.87443,                 0.9663,                0.83629,                0.92919,                0.84455,                 0.4607,                0.49356,                0.81303,              0.0045699,              0.0045699,              0.0045699
                   1099,                0.59566,                0.56769,                0.86971,                0.96569,                0.83708,                0.92912,                 0.8446,                0.46052,                0.49331,                0.81302,              0.0045649,              0.0045649,              0.0045649
                   1100,                0.61111,                 0.6071,                0.87064,                0.96573,                0.83708,                0.92915,                0.84533,                0.46022,                0.49324,                0.81296,                0.00456,                0.00456,                0.00456
                   1101,                0.59975,                0.58311,                0.87131,                0.96591,                0.83708,                0.92919,                0.84481,                0.45994,                0.49323,                0.81292,               0.004555,               0.004555,               0.004555
                   1102,                0.58324,                 0.5535,                0.86835,                0.96518,                0.83708,                0.92931,                0.84487,                0.45969,                0.49314,                0.81286,                0.00455,                0.00455,                0.00455
                   1103,                0.60599,                 0.5926,                0.87383,                0.96517,                0.83713,                 0.9294,                0.84479,                0.45946,                 0.4931,                0.81277,              0.0045451,              0.0045451,              0.0045451
                   1104,                0.60622,                0.59138,                0.87388,                0.96517,                0.83718,                 0.9293,                0.84487,                0.45935,                0.49305,                0.81274,              0.0045401,              0.0045401,              0.0045401
                   1105,                0.59267,                 0.5734,                0.86602,                0.96508,                 0.8375,                0.92938,                0.84486,                  0.459,                0.49263,                0.81265,              0.0045352,              0.0045352,              0.0045352
                   1106,                0.60036,                0.61128,                0.87347,                0.96562,                0.83671,                0.92925,                0.84533,                0.45873,                0.49264,                0.81266,              0.0045303,              0.0045303,              0.0045303
                   1107,                0.60683,                0.58042,                0.86853,                0.96561,                0.83651,                0.92928,                0.84527,                0.45877,                0.49297,                0.81261,              0.0045253,              0.0045253,              0.0045253
                   1108,                0.60868,                0.58742,                  0.872,                 0.9655,                0.83688,                0.92926,                0.84496,                0.45882,                0.49322,                0.81263,              0.0045204,              0.0045204,              0.0045204
                   1109,                0.59168,                0.57719,                0.86332,                0.96562,                0.83681,                0.92917,                0.84476,                0.45879,                0.49358,                 0.8126,              0.0045154,              0.0045154,              0.0045154
                   1110,                0.58854,                  0.561,                0.86614,                0.96548,                0.83667,                0.92914,                0.84507,                0.45861,                0.49376,                0.81261,              0.0045105,              0.0045105,              0.0045105
                   1111,                0.59263,                0.56717,                0.86604,                0.96518,                0.83741,                0.92902,                0.84439,                0.45877,                  0.494,                0.81265,              0.0045055,              0.0045055,              0.0045055
                   1112,                0.59506,                0.60212,                0.86825,                0.96516,                0.83686,                0.92888,                0.84448,                0.45873,                0.49426,                0.81263,              0.0045006,              0.0045006,              0.0045006
                   1113,                0.59923,                0.59076,                0.87128,                0.96518,                0.83728,                0.92902,                0.84491,                0.45828,                0.49423,                0.81255,              0.0044956,              0.0044956,              0.0044956
                   1114,                 0.6083,                0.59315,                0.87213,                0.96518,                0.83735,                0.92916,                0.84525,                0.45836,                0.49411,                0.81254,              0.0044906,              0.0044906,              0.0044906
                   1115,                0.59344,                0.58066,                0.86838,                0.96611,                0.83729,                0.92919,                0.84517,                0.45854,                0.49442,                0.81256,              0.0044857,              0.0044857,              0.0044857
                   1116,                0.59013,                0.56625,                0.86445,                0.96517,                0.83771,                0.92904,                0.84528,                0.45838,                0.49445,                0.81252,              0.0044808,              0.0044808,              0.0044808
                   1117,                0.58924,                0.55374,                0.86534,                 0.9654,                0.83792,                0.92917,                0.84531,                0.45799,                0.49393,                0.81242,              0.0044758,              0.0044758,              0.0044758
                   1118,                0.59753,                0.56577,                 0.8688,                0.96535,                0.83729,                 0.9292,                0.84551,                0.45778,                0.49383,                0.81238,              0.0044709,              0.0044709,              0.0044709
                   1119,                0.58097,                0.57355,                0.86879,                0.96542,                0.83764,                0.92937,                 0.8457,                0.45763,                0.49381,                0.81233,              0.0044659,              0.0044659,              0.0044659
                   1120,                0.59869,                 0.5799,                0.86962,                0.96543,                0.83781,                0.92934,                0.84552,                0.45743,                0.49404,                0.81235,              0.0044609,              0.0044609,              0.0044609
                   1121,                0.58525,                0.56149,                0.86759,                0.96518,                0.83736,                0.92921,                0.84515,                0.45763,                0.49421,                0.81237,               0.004456,               0.004456,               0.004456
                   1122,                0.58622,                0.56391,                0.86669,                0.96475,                0.83826,                0.92915,                0.84519,                0.45766,                0.49432,                0.81235,              0.0044511,              0.0044511,              0.0044511
                   1123,                0.59652,                 0.5783,                0.87068,                0.96561,                0.83729,                0.92937,                0.84563,                0.45749,                0.49422,                0.81233,              0.0044461,              0.0044461,              0.0044461
                   1124,                0.60124,                0.58154,                0.87445,                0.96473,                0.83768,                0.92927,                0.84539,                0.45734,                0.49434,                0.81234,              0.0044411,              0.0044411,              0.0044411
